dedicated_video_card,name,price,processor,ram,screen,storage,video_card
,Dell Inspiron 15 3500 (N4020 / 4GB / 128GB SSD),299990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 600 (Integrada)
,Lenovo V145-15AST [81MT003YCL],299990,AMD A6-9225 (2 núcleos / 2 hilos / 2600 MHz  - 3000 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),AMD Radeon R4 Graphics (Stoney Ridge) (Integrada)
,HP Stream 14 (N4000 / 4GB / 32GB eMMC / Gris),299990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),4 GB DDR4 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 32GB,Intel UHD Graphics 600 (Integrada)
,HP ProBook x360 440 G1,299990,Intel Celeron N3050 (2 núcleos / 2 hilos / 1600 MHz  - 2167 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",eMMC 64GB,Intel HD Graphics (Braswell) (Integrada)
,Lenovo 300e Chromebook [82CE0000US],299990,AMD A4-9120C (2 núcleos / 2 hilos / 1600 MHz  - 2400 MHz),4 GB DDR4 (1866 MHz),"LED 11.6"" (1366x768) táctil / 60 Hz",eMMC 32GB,AMD Radeon R4 Graphics (Stoney Ridge) (Integrada)
,Toshiba Tecra A30-G (Celeron 5205U / 4GB / 128GB SSD),299990,Intel Celeron 5205U (2 núcleos / 2 hilos / 1900 MHz ),4 GB DDR4 (2400 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,Toshiba Tecra A40-G1400 (5205U / 4GB / 128GB SSD / W10P ED),299990,Intel Celeron 5205U (2 núcleos / 2 hilos / 1900 MHz ),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,Lenovo ThinkPad T440P [20AN0069US],300000,Intel Core i5-4200M (2 núcleos / 2 hilos / 2500 MHz  - 3100 MHz),4 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 4600 (Integrada)
,Lenovo ThinkPad X240 [20AMS06D00-23],300000,Intel Core i5-4300U (2 núcleos / 4 hilos / 1900 MHz  - 2900 MHz),4 GB DDR3L (1600 MHz),"LED 12.5"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 4400 (Integrada)
,Lenovo ThinkPad X240 [20AMS06D00-47],300000,Intel Core i5-4300U (2 núcleos / 4 hilos / 1900 MHz  - 2900 MHz),4 GB DDR3L (1600 MHz),"LED 12.5"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 4400 (Integrada)
,Lenovo IdeaPad 3 14ADA05 [81W000J3CL],299990,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 2 (Integrada)
,ASUS E410MA-211.TBSB (64GB SSD),309990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,ASUS E410MA-211.TBSB (128GB SSD),309990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 128GB,Intel UHD Graphics 600 (Integrada)
,ASUS L510 (N4020 / 4GB / 128GB eMMC),309990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2133 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",eMMC 128GB,Intel UHD Graphics 600 (Integrada)
,CHUWI GemiBook (J4115 / 12GB / 256GB SSD),319990,Intel Celeron J4115 (4 núcleos / 4 hilos / 1800 MHz  - 2500 MHz),12 GB LPDDR4X (2133 MHz),"LED 13.0"" (2160x1440)  / 60 Hz",SSD 256GB,Intel UHD Graphics 600 (Integrada)
,ASUS X409MA-EK173T [90NB0Q22-M02670],319990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 600 (Integrada)
,Dell Inspiron 15 3502 (N4020 / 4GB / 128GB SSD / W10H),319990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 600 (Integrada)
,Lenovo IdeaPad 3 14IML05 [81WA00B1US],319990,Intel Pentium Gold 6405U (2 núcleos / 4 hilos / 2400 MHz ),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,Lenovo IdeaPad S145-14IIL [81W6000FCL],319990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP Chromebook 14A (A4-9120C / 4GB / 64GB eMMC),319990,AMD A4-9120C (2 núcleos / 2 hilos / 1600 MHz  - 2400 MHz),4 GB DDR4 (1866 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,AMD Radeon R4 Graphics (Stoney Ridge) (Integrada)
,Lenovo 300e Chromebook [82CE000SCS],321990,AMD A4-9120C (2 núcleos / 2 hilos / 1600 MHz  - 2400 MHz),4 GB DDR4 (1866 MHz),"LED 11.6"" (1366x768) táctil / 60 Hz",eMMC 32GB,AMD Radeon R4 Graphics (Stoney Ridge) (Integrada)
,HP 15-DW1083WM [1B9S3UA],323001,Intel Pentium Gold 6405U (2 núcleos / 4 hilos / 2400 MHz ),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,HP 240 G7 [6GJ49LT],324990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 600 (Integrada)
,Lenovo ThinkPad T440P (i5-4300M / 4GB / 500GB),329000,Intel Core i5-4300M (2 núcleos / 4 hilos / 2600 MHz  - 3300 MHz),4 GB DDR3L (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel HD Graphics 4600 (Integrada)
,Lenovo IdeaPad 3 14ADA05 [81W00084CL],329900,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 2 (Integrada)
,BMAX MaxBook Y11 (N4120 / 8GB / 256GB SSD),329990,Intel Celeron N4120 (4 núcleos / 4 hilos / 1100 MHz  - 2600 MHz),8 GB LPDDR4 (2400 MHz),"LED 11.6"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 600 (Integrada)
,HP 240 G7 (Celeron N4020 / 4GB / 500GB / FreeDOS),329990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel UHD Graphics 600 (Integrada)
,HP 14-CK2091LA [275K1LA],329990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 630 (Integrada)
,HP 15-DA1094LA [18K57LA],329990,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 610 (Integrada)
,HP 14-DK1013DX [340V7UA],329990,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,AMD Radeon RX Vega 2 (Integrada)
,Lenovo IdeaPad 1 14IGL05 [81VU000JUS],329990,Intel Pentium Silver N5030 (4 núcleos / 4 hilos / 1100 MHz  - 3100 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 605 (Integrada)
,Lenovo V14 ADA [82C600A9CL],329990,AMD Ryzen 3 3250U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 3 (Integrada)
,Lenovo 14w [81MQ000JUS],329990,AMD A6-9220C (2 núcleos / 2 hilos / 1800 MHz  - 2700 MHz),4 GB DDR4 (1666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",eMMC 64GB,AMD Radeon R4 Graphics (Stoney Ridge) (Integrada)
,Lenovo IdeaPad 3 14ADA05 [81W0001BCL],329990,AMD Athlon 3020e (2 núcleos / 2 hilos / 1200 MHz  - 2600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),AMD Radeon RX Vega 3 (Integrada)
,HP EliteBook 2570P (i5-3320M / 4GB 320GB / W10P),339000,Intel Core i5-3320M (2 núcleos / 4 hilos / 2600 MHz  - 3300 MHz),4 GB DDR3 (1333 MHz),"LED 12.5"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel HD Graphics 4000 (Integrada)
,ASUS E410MA-BV037T (Dreamy White),339990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,HP Stream 14-CB130CA [4JC84UA],339990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,HP 240 G7 (Celeron N4020 / 4GB / 500GB / W10P),339990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel UHD Graphics 600 (Integrada)
,CHUWI HeroBook Pro (N4000 / 8GB / 256GB SSD),339990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),8 GB LPDDR4 (2133 MHz),"LED 14.1"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 600 (Integrada)
,HP 240 G8 [2K2P2LT],339990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,Lenovo ThinkPad T440 (i5-4200U / 8GB / 500GB / FreeDOS),349000,Intel Core i5-4200U (2 núcleos / 4 hilos / 1600 MHz  - 2600 MHz),8 GB DDR3L (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel HD Graphics 4400 (Integrada)
,HP 240 G7 [151D5LT],349600,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,ASUS VivoBook X412FA-EB1261TS,349900,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),4 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,HP 240 G7 [1D0F9LT-M],349900,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel UHD Graphics 600 (Integrada)
,HP 15-DA0083LA [9UV28LA],349900,Intel Pentium Silver N5000 (4 núcleos / 4 hilos / 1100 MHz  - 2700 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 605 (Integrada)
,Lenovo IdeaPad 3 15ADA05 [81W1005BCL],349900,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),AMD Radeon RX Vega 2 (Integrada)
,ASUS E410MA (Celeron N4020 / 4GB / 128GB eMMC / W10H / Rose Pink),349990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 128GB,Intel UHD Graphics 600 (Integrada)
,HP 240 G7 [1D0F91T],349990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel UHD Graphics 600 (Integrada)
,HP 15-DW0083WM [1A493UA],349990,Intel Pentium Silver N5000 (4 núcleos / 4 hilos / 1100 MHz  - 2700 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 605 (Integrada)
,HP 240 G8 [2K2P1LT],349990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP Stream 14-CB171WM [9VK97UA],349990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,Lenovo IdeaPad 1 14IGL05 [81VU0079US],349990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,Dell Inspiron 15 3502 (N4020 / 4GB / 128GB SSD / W10H / FHD),349990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 128GB,Intel UHD Graphics 600 (Integrada)
,HP ProBook 430 G3 [Y0Q63LA],350000,Intel Core i5-6200U (2 núcleos / 4 hilos / 2300 MHz  - 2800 MHz),4 GB DDR4 (2133 MHz),"LED 13.3"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel HD Graphics 520 (Integrada)
,Lenovo ThinkPad T440 (i5-4210U / 8GB / 480GB SSD / W10P) [20B7A1HNCL],350000,Intel Core i5-4210U (2 núcleos / 4 hilos / 1700 MHz  - 2700 MHz),8 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 480GB,Intel HD Graphics 4400 (Integrada)
,HP 240 G7 [1D0F6LT],354790,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 600 (Integrada)
,HP 14-DK1022WM [1A480UA],359990,AMD Ryzen 3 3250U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,AMD Radeon RX Vega 3 (Integrada)
,HP 14-CF2033WM [3V7G4UA],359990,Intel Pentium Silver N5030 (4 núcleos / 4 hilos / 1100 MHz  - 3100 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 605 (Integrada)
,Lenovo IdeaPad 3 15IIL05 [81WE0016US],359990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,Dell Latitude E5470 (i5-6300U / 8GB / 128GB SSD / W10P / HD),360000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,HP ProBook 440 G3 [X3S54LT],365000,Intel Core i5-6200U (2 núcleos / 4 hilos / 2300 MHz  - 2800 MHz),4 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (7200rpm),Intel HD Graphics 520 (Integrada)
,HP 14-DQ1043CL [1V782UAR],369990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,HP 240 G7 [9DB77LA],369990,Intel Celeron N4000 (2 núcleos / 2 hilos / 1100 MHz  - 2600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",eMMC 64GB,Intel UHD Graphics 600 (Integrada)
,HP Pavilion x360 14-DY0002LA [3A9V1LA],369990,Intel Pentium Gold 7505 (2 núcleos / 4 hilos / 2000 MHz  - 3500 MHz),4 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics Xe G4 48EUs (Integrada)
,Lenovo IdeaPad Flex 5 14ITL05 [82HS007PCL],369990,Intel Pentium Gold 7505 (2 núcleos / 4 hilos / 2000 MHz  - 3500 MHz),4 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 128GB,Intel UHD Graphics Xe G4 48EUs (Integrada)
,Dell Vostro 3400 [0FRFY],369990,Intel Core i3-1115G4 (2 núcleos / 4 hilos / 3000 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics Xe G4 48EUs (Integrada)
,Dell Latitude E5470 (i5-6300U / 8GB / 256GB SSD / W10P),370000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 520 (Integrada)
,HP EliteBook 840 G4 [1BZ21LT],370000,Intel Core i5-7200U (2 núcleos / 4 hilos / 2500 MHz  - 3100 MHz),4 GB DDR4 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",HDD 500GB (7200rpm),Intel HD Graphics 620 (Integrada)
,HP EliteBook 840 G3 [Z6N76UP],370000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,HP EliteBook 840 G3 [W5L91UP],370000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,HP EliteBook Folio 9470M (i5-3427U / 4GB / 240GB SSD),374000,Intel Core i5-3427U (2 núcleos / 4 hilos / 1800 MHz  - 2800 MHz),4 GB DDR3 (1333 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 240GB,Intel HD Graphics 4000 (Integrada)
,HP EliteBook Folio 9470M (i5-3427U / 4GB / 256GB SSD),374000,Intel Core i5-3427U (2 núcleos / 4 hilos / 1800 MHz  - 2800 MHz),4 GB DDR3 (1333 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 4000 (Integrada)
,V2 Sapphire SR3 [V2SM8S256-2],375000,Intel Celeron J3455 (4 núcleos / 4 hilos / 1500 MHz  - 2300 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 500 (Integrada)
,V2 Sapphire SR3 [V2SM8S256-2],375000,Intel Celeron J3455 (4 núcleos / 4 hilos / 1500 MHz  - 2300 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 500 (Integrada)
,Acer Aspire 1 A115-32-C28P (128 eMMC),379990,Intel Celeron N4500 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",eMMC 128GB,Intel UHD Graphics Intel UHD Graphics (Jasper Lake 16 EU) (Integrada)
,HP 348 G7 [2E4U3LT],379990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 630 (Integrada)
,Dell Inspiron 11 3000 (A9-9420e / 4 GB / 128 GB SSD),379990,AMD A9-9420e (2 núcleos / 2 hilos / 1800 MHz  - 2500 MHz),4 GB DDR3 (1600 MHz),"LED 11.6"" (1366x768) táctil / 60 Hz",SSD 128GB,AMD Radeon R5 Graphics (Stoney Ridge) (Integrada)
,HP 250 G8 [2P5L7LT],379990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 15-DA0022DS [1X0K2UA],379990,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),8 GB DDR4 (2133 MHz),"LED 15.6"" (1366x768) táctil / 60 Hz",SSD 256GB,Intel UHD Graphics 610 (Integrada)
,Lenovo IdeaPad 3 15IIL05 (i3-1005G1 / 4GB / 128GB SSD / Almond) (81WE),379990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP ProBook 11 EE G2 [4HY34UP],379990,Intel Core i3-6100U (2 núcleos / 4 hilos / 2300 MHz ),8 GB DDR4 (2133 MHz),"LED 11.6"" (1366x768) táctil / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,Dell Inspiron 15 3502 (N4020 / 4GB / 128GB SSD / W10P / HD),379990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 600 (Integrada)
,HP 15-DA0021DS [1X0K0UA],379990,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),8 GB DDR4 (2133 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 610 (Integrada)
,HP 14-CF2097LA [3A8U8LA],379990,Intel Pentium Gold 6405U (2 núcleos / 4 hilos / 2400 MHz ),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 610 (Integrada)
,Dell Latitude E5470 (i5-6300U / 8GB / 128GB SSD / W10P),380000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,HP EliteBook 1030 G1 [Y7C62LT],380000,Intel Core M5-6Y57 (2 núcleos / 4 hilos / 1100 MHz  - 2800 MHz),8 GB DDR3L (1866 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 515 (Integrada)
,Lenovo ThinkPad T450 (i5-5200U / 8GB / 500GB),380000,Intel Core i5-5200U (2 núcleos / 2 hilos / 2200 MHz  - 2700 MHz),8 GB DDR3L (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 5500 (Integrada)
,BMAX MaxBook Y13 Pro (M5-6Y54 / 8GB / 256GB SSD),379990,Intel Core M5-6Y54 (2 núcleos / 4 hilos / 1100 MHz  - 2700 MHz),8 GB LPDDR4 (2400 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel HD Graphics 515 (Integrada)
,Acer Aspire 3 A314-22-R0WF-1 [NX.HVWAL.008.1],389900,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 2 (Integrada)
,CHUWI CoreBook Pro (i3-6157U / 8GB / 256GB SSD),389990,Intel Core i3-6157U (2 núcleos / 4 hilos / 2400 MHz ),8 GB DDR4 (2133 MHz),"LED 13.0"" (2160x1440)  / 60 Hz",SSD 256GB,Intel Iris Graphics 550 (Integrada)
,Dell Inspiron 15 3505 (Silver 3050U / 4GB / 128GB SSD / W10H),389990,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (3200 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 128GB,AMD Radeon RX Vega 2 (Integrada)
,HP 240 G7 [1T2N7LT],389990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 255 G7 [2B0A4LT],389990,AMD Athlon Gold 3150U (2 núcleos / 4 hilos / 2400 MHz  - 3300 MHz),8 GB DDR4 (1866 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 3 (Integrada)
,HP 240 G8 (i3-1005G1 / 4GB / 1TB / W10H),389990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 15-DA0022 (Gold 5405U / 8GB / 256GB SSD),389990,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),8 GB DDR4 (2133 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 610 (Integrada)
